"rules","support","confidence","lift"
"{tropical fruit,rice} => {whole milk}",0.00152516522623284,0.789473684210526,3.08972291452866
"{root vegetables,rice} => {yogurt}",0.0016268429079817,0.516129032258065,3.69980250164582
"{yogurt,rice} => {root vegetables}",0.0016268429079817,0.695652173913043,6.38221933809215
"{root vegetables,rice} => {other vegetables}",0.00223690899847483,0.709677419354839,3.6677232892038
"{other vegetables,rice} => {root vegetables}",0.00223690899847483,0.564102564102564,5.17532529659395
"{root vegetables,rice} => {whole milk}",0.00244026436197255,0.774193548387097,3.02992182586036
"{whole milk,rice} => {root vegetables}",0.00244026436197255,0.521739130434783,4.78666450356911
"{yogurt,rice} => {other vegetables}",0.00193187595322827,0.826086956521739,4.2693458840732
"{yogurt,rice} => {whole milk}",0.00183019827147941,0.782608695652174,3.06285575875015
"{other vegetables,rice} => {whole milk}",0.00264361972547026,0.666666666666667,2.60909935004642
"{whole milk,rice} => {other vegetables}",0.00264361972547026,0.565217391304348,2.92113139436587
"{spread cheese,newspapers} => {rolls/buns}",0.00122013218098627,0.75,4.07752902155887
"{citrus fruit,spread cheese} => {other vegetables}",0.00101677681748856,0.625,3.2300972149238
"{sausage,spread cheese} => {rolls/buns}",0.00122013218098627,0.5,2.71835268103925
"{tropical fruit,spread cheese} => {whole milk}",0.00101677681748856,0.5,1.95682451253482
"{root vegetables,dish cleaner} => {whole milk}",0.00111845449923742,0.6875,2.69063370473538
"{salt,sugar} => {whole milk}",0.00101677681748856,0.555555555555556,2.17424945837202
"{domestic eggs,salt} => {whole milk}",0.00132180986273513,0.684210526315789,2.67775985925817
"{salt,fruit/vegetable juice} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206
"{pip fruit,salt} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{pip fruit,salt} => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{citrus fruit,salt} => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{root vegetables,salt} => {whole milk}",0.00142348754448399,0.518518518518518,2.02929949448055
"{yogurt,salt} => {whole milk}",0.00111845449923742,0.5,1.95682451253482
"{mayonnaise,chocolate} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619
"{whipped/sour cream,mayonnaise} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206
"{whipped/sour cream,mayonnaise} => {whole milk}",0.00101677681748856,0.666666666666667,2.60909935004642
"{sausage,mayonnaise} => {rolls/buns}",0.00111845449923742,0.523809523809524,2.84779804680302
"{tropical fruit,mayonnaise} => {other vegetables}",0.00101677681748856,0.625,3.2300972149238
"{root vegetables,mayonnaise} => {yogurt}",0.00132180986273513,0.52,3.72755102040816
"{root vegetables,mayonnaise} => {other vegetables}",0.0016268429079817,0.64,3.30761954808198
"{yogurt,mayonnaise} => {other vegetables}",0.0016268429079817,0.592592592592593,3.0626106926685
"{curd,frozen dessert} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{tropical fruit,frozen dessert} => {other vegetables}",0.00142348754448399,0.538461538461538,2.78285298516512
"{tropical fruit,frozen dessert} => {whole milk}",0.00142348754448399,0.538461538461538,2.1073494750375
"{root vegetables,frozen dessert} => {other vegetables}",0.0016268429079817,0.666666666666667,3.44543702925206
"{root vegetables,frozen dessert} => {whole milk}",0.00132180986273513,0.541666666666667,2.11989322191272
"{yogurt,frozen dessert} => {whole milk}",0.00111845449923742,0.578947368421053,2.26579680398769
"{other vegetables,frozen dessert} => {whole milk}",0.00203355363497712,0.555555555555556,2.17424945837202
"{whole milk,frozen dessert} => {other vegetables}",0.00203355363497712,0.512820512820513,2.65033617634774
"{rolls/buns,white wine} => {soda}",0.00132180986273513,0.5,2.86734693877551
"{packaged fruit/vegetables,pastry} => {whole milk}",0.00101677681748856,0.588235294117647,2.30214648533508
"{packaged fruit/vegetables,soda} => {whole milk}",0.00122013218098627,0.571428571428571,2.23637087146836
"{whipped/sour cream,canned vegetables} => {whole milk}",0.00101677681748856,0.625,2.44603064066852
"{pip fruit,canned vegetables} => {other vegetables}",0.00122013218098627,0.705882352941177,3.64810979567865
"{citrus fruit,canned vegetables} => {other vegetables}",0.00111845449923742,0.523809523809524,2.70712909441233
"{root vegetables,canned vegetables} => {other vegetables}",0.00183019827147941,0.692307692307692,3.57795383806944
"{root vegetables,canned vegetables} => {whole milk}",0.00132180986273513,0.5,1.95682451253482
"{whole milk,canned vegetables} => {other vegetables}",0.00203355363497712,0.526315789473684,2.72008186519899
"{roll products ,sugar} => {whole milk}",0.00101677681748856,0.769230769230769,3.01049925005357
"{pork,roll products } => {other vegetables}",0.00101677681748856,0.625,3.2300972149238
"{roll products ,bottled beer} => {whole milk}",0.00111845449923742,0.611111111111111,2.39167440420922
"{roll products ,margarine} => {other vegetables}",0.00111845449923742,0.611111111111111,3.15831727681439
"{butter,roll products } => {whole milk}",0.00111845449923742,0.785714285714286,3.075009948269
"{whipped/sour cream,roll products } => {other vegetables}",0.00101677681748856,0.555555555555556,2.87119752437671
"{citrus fruit,roll products } => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206
"{sausage,roll products } => {other vegetables}",0.00122013218098627,0.631578947368421,3.26409823823879
"{sausage,roll products } => {whole milk}",0.00101677681748856,0.526315789473684,2.05981527635244
"{tropical fruit,roll products } => {root vegetables}",0.00101677681748856,0.5,4.58722014925373
"{tropical fruit,roll products } => {other vegetables}",0.00101677681748856,0.5,2.58407777193904
"{tropical fruit,roll products } => {whole milk}",0.00111845449923742,0.55,2.1525069637883
"{yogurt,roll products } => {other vegetables}",0.00142348754448399,0.636363636363636,3.28882625519515
"{yogurt,roll products } => {whole milk}",0.00142348754448399,0.636363636363636,2.49050392504432
"{rolls/buns,roll products } => {whole milk}",0.00152516522623284,0.714285714285714,2.79546358933546
"{whole milk,roll products } => {other vegetables}",0.00233858668022369,0.5,2.58407777193904
"{frozen vegetables,frozen fish} => {other vegetables}",0.00101677681748856,0.555555555555556,2.87119752437671
"{frozen vegetables,frozen fish} => {whole milk}",0.00101677681748856,0.555555555555556,2.17424945837202
"{pork,frozen fish} => {whole milk}",0.00122013218098627,0.6,2.34818941504178
"{frankfurter,frozen fish} => {whole milk}",0.00111845449923742,0.647058823529412,2.53236113386859
"{frozen fish,domestic eggs} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{pip fruit,frozen fish} => {tropical fruit}",0.00122013218098627,0.571428571428571,5.44573643410853
"{pip fruit,frozen fish} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206
"{pip fruit,frozen fish} => {whole milk}",0.00132180986273513,0.619047619047619,2.4227351107574
"{tropical fruit,frozen fish} => {other vegetables}",0.00152516522623284,0.6,3.10089332632685
"{tropical fruit,frozen fish} => {whole milk}",0.00152516522623284,0.6,2.34818941504178
"{root vegetables,frozen fish} => {yogurt}",0.00142348754448399,0.538461538461538,3.85989010989011
"{root vegetables,frozen fish} => {other vegetables}",0.00142348754448399,0.538461538461538,2.78285298516512
"{root vegetables,frozen fish} => {whole milk}",0.00183019827147941,0.692307692307692,2.70944932504821
"{yogurt,frozen fish} => {whole milk}",0.00223690899847483,0.6875,2.69063370473538
"{other vegetables,frozen fish} => {whole milk}",0.00274529740721912,0.58695652173913,2.29714181906261
"{whole milk,frozen fish} => {other vegetables}",0.00274529740721912,0.551020408163265,2.84775917723895
"{pastry,cake bar} => {soda}",0.00101677681748856,0.5,2.86734693877551
"{pastry,cake bar} => {whole milk}",0.00122013218098627,0.6,2.34818941504178
"{sausage,cake bar} => {whole milk}",0.00111845449923742,0.523809523809524,2.05000663217933
"{bottled water,cake bar} => {soda}",0.00101677681748856,0.555555555555556,3.1859410430839
"{tropical fruit,cake bar} => {whole milk}",0.00142348754448399,0.736842105263158,2.88374138689342
"{root vegetables,cake bar} => {other vegetables}",0.00101677681748856,0.555555555555556,2.87119752437671
"{yogurt,cake bar} => {whole milk}",0.00122013218098627,0.5,1.95682451253482
"{rolls/buns,cake bar} => {whole milk}",0.00172852058973055,0.548387096774194,2.14619462665109
"{other vegetables,cake bar} => {whole milk}",0.00203355363497712,0.540540540540541,2.1154859594971
"{other vegetables,seasonal products} => {whole milk}",0.00193187595322827,0.527777777777778,2.06553698545342
"{whole milk,seasonal products} => {other vegetables}",0.00193187595322827,0.513513513513513,2.65391771172118
"{pork,dishes} => {other vegetables}",0.00101677681748856,0.588235294117647,3.04009149639888
"{butter,dishes} => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{domestic eggs,dishes} => {other vegetables}",0.00111845449923742,0.647058823529412,3.34410064603876
"{pastry,dishes} => {other vegetables}",0.00122013218098627,0.705882352941177,3.64810979567865
"{tropical fruit,dishes} => {whole milk}",0.00101677681748856,0.526315789473684,2.05981527635244
"{root vegetables,dishes} => {other vegetables}",0.00172852058973055,0.62962962962963,3.25402386096028
"{soda,dishes} => {other vegetables}",0.00132180986273513,0.619047619047619,3.19933438430548
"{soda,dishes} => {whole milk}",0.00111845449923742,0.523809523809524,2.05000663217933
"{whole milk,dishes} => {other vegetables}",0.00264361972547026,0.5,2.58407777193904
"{oil,mustard} => {whole milk}",0.00122013218098627,0.857142857142857,3.35455630720255
"{frankfurter,mustard} => {rolls/buns}",0.00132180986273513,0.52,2.82708678828082
"{mustard,newspapers} => {whole milk}",0.00111845449923742,0.647058823529412,2.53236113386859
"{mustard,shopping bags} => {root vegetables}",0.00101677681748856,0.5,4.58722014925373
"{mustard,bottled water} => {whole milk}",0.00152516522623284,0.75,2.93523676880223
"{tropical fruit,mustard} => {whole milk}",0.00142348754448399,0.538461538461538,2.1073494750375
"{yogurt,mustard} => {whole milk}",0.00142348754448399,0.608695652173913,2.38222114569456
"{fruit/vegetable juice,red/blush wine} => {shopping bags}",0.00101677681748856,0.555555555555556,5.63868822382754
"{tropical fruit,red/blush wine} => {whole milk}",0.00132180986273513,0.52,2.03509749303621
"{root vegetables,red/blush wine} => {other vegetables}",0.00142348754448399,0.56,2.89416710457173
"{bottled beer,pot plants} => {whole milk}",0.00101677681748856,0.625,2.44603064066852
"{brown bread,pot plants} => {whole milk}",0.00101677681748856,0.625,2.44603064066852
"{butter,pot plants} => {whole milk}",0.00101677681748856,0.714285714285714,2.79546358933546
"{whipped/sour cream,pot plants} => {whole milk}",0.00111845449923742,0.578947368421053,2.26579680398769
"{citrus fruit,pot plants} => {whole milk}",0.00111845449923742,0.523809523809524,2.05000663217933
"{bottled water,pot plants} => {whole milk}",0.00152516522623284,0.6,2.34818941504178
"{tropical fruit,pot plants} => {other vegetables}",0.00172852058973055,0.566666666666667,2.92862147486425
"{tropical fruit,pot plants} => {whole milk}",0.00193187595322827,0.633333333333333,2.4786443825441
"{soda,pot plants} => {whole milk}",0.00152516522623284,0.555555555555556,2.17424945837202
"{yogurt,pot plants} => {whole milk}",0.00203355363497712,0.526315789473684,2.05981527635244
"{rolls/buns,pot plants} => {whole milk}",0.00172852058973055,0.607142857142857,2.37614405093514
"{other vegetables,pot plants} => {whole milk}",0.00244026436197255,0.558139534883721,2.1843622465505
"{whipped/sour cream,chewing gum} => {whole milk}",0.00101677681748856,0.588235294117647,2.30214648533508
"{chewing gum,shopping bags} => {soda}",0.0016268429079817,0.5,2.86734693877551
"{tropical fruit,chewing gum} => {whole milk}",0.00132180986273513,0.52,2.03509749303621
"{root vegetables,chewing gum} => {other vegetables}",0.00111845449923742,0.647058823529412,3.34410064603876
"{canned fish,hygiene articles} => {whole milk}",0.00111845449923742,1,3.91364902506964
"{canned fish,coffee} => {other vegetables}",0.00101677681748856,0.588235294117647,3.04009149639888
"{frozen vegetables,canned fish} => {other vegetables}",0.00111845449923742,0.733333333333333,3.78998073217726
"{canned fish,bottled beer} => {whole milk}",0.00111845449923742,0.611111111111111,2.39167440420922
"{root vegetables,canned fish} => {other vegetables}",0.00152516522623284,0.576923076923077,2.9816281983912
"{yogurt,canned fish} => {whole milk}",0.0016268429079817,0.5,1.95682451253482
"{hamburger meat,pasta} => {whole milk}",0.00142348754448399,0.518518518518518,2.02929949448055
"{chicken,pasta} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619
"{beef,pasta} => {root vegetables}",0.00101677681748856,0.588235294117647,5.39672958735733
"{domestic eggs,pasta} => {whole milk}",0.00101677681748856,0.625,2.44603064066852
"{pip fruit,pasta} => {whole milk}",0.00132180986273513,0.565217391304348,2.21206249243066
"{sausage,pasta} => {whole milk}",0.00101677681748856,0.555555555555556,2.17424945837202
"{root vegetables,pasta} => {whole milk}",0.00233858668022369,0.605263157894737,2.36878756780531
"{yogurt,pasta} => {whole milk}",0.00183019827147941,0.580645161290323,2.27244136939527
"{rolls/buns,pasta} => {whole milk}",0.00142348754448399,0.583333333333333,2.28296193129062
"{other vegetables,pasta} => {whole milk}",0.00213523131672598,0.5,1.95682451253482
"{hamburger meat,herbs} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206
"{chicken,herbs} => {other vegetables}",0.00122013218098627,0.6,3.10089332632685
"{herbs,frozen vegetables} => {root vegetables}",0.00142348754448399,0.56,5.13768656716418
"{herbs,frozen vegetables} => {whole milk}",0.00142348754448399,0.56,2.191643454039
"{beef,herbs} => {root vegetables}",0.00152516522623284,0.535714285714286,4.91487873134328
"{beef,herbs} => {whole milk}",0.0016268429079817,0.571428571428571,2.23637087146836
"{herbs,curd} => {root vegetables}",0.00142348754448399,0.583333333333333,5.35175684079602
"{herbs,curd} => {other vegetables}",0.00132180986273513,0.541666666666667,2.7994175862673
"{herbs,curd} => {whole milk}",0.00183019827147941,0.75,2.93523676880223
"{pork,herbs} => {other vegetables}",0.00111845449923742,0.523809523809524,2.70712909441233
"{pork,herbs} => {whole milk}",0.00122013218098627,0.571428571428571,2.23637087146836
"{herbs,bottled beer} => {bottled water}",0.00122013218098627,0.631578947368421,5.71442405461676
"{herbs,bottled beer} => {root vegetables}",0.00111845449923742,0.578947368421053,5.31151806755695
"{herbs,bottled beer} => {other vegetables}",0.00101677681748856,0.526315789473684,2.72008186519899
"{herbs,bottled beer} => {whole milk}",0.00101677681748856,0.526315789473684,2.05981527635244
"{herbs,brown bread} => {other vegetables}",0.00111845449923742,0.733333333333333,3.78998073217726
"{herbs,margarine} => {other vegetables}",0.00111845449923742,0.647058823529412,3.34410064603876
"{herbs,margarine} => {whole milk}",0.00101677681748856,0.588235294117647,2.30214648533508
"{herbs,butter} => {other vegetables}",0.00152516522623284,0.555555555555556,2.87119752437671
"{herbs,butter} => {whole milk}",0.0016268429079817,0.592592592592593,2.31919942226349
"{herbs,domestic eggs} => {root vegetables}",0.00111845449923742,0.523809523809524,4.8056592039801
"{herbs,domestic eggs} => {other vegetables}",0.00122013218098627,0.571428571428571,2.95323173935891
"{herbs,domestic eggs} => {whole milk}",0.00152516522623284,0.714285714285714,2.79546358933546
"{herbs,fruit/vegetable juice} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247
"{herbs,fruit/vegetable juice} => {whole milk}",0.00111845449923742,0.733333333333333,2.87000928505107
"{herbs,whipped/sour cream} => {other vegetables}",0.00203355363497712,0.645161290322581,3.33429389927619
"{herbs,whipped/sour cream} => {whole milk}",0.00193187595322827,0.612903225806452,2.39868811213946
"{pip fruit,herbs} => {root vegetables}",0.00142348754448399,0.583333333333333,5.35175684079602
"{pip fruit,herbs} => {other vegetables}",0.00172852058973055,0.708333333333333,3.66077684358031
"{pip fruit,herbs} => {whole milk}",0.00152516522623284,0.625,2.44603064066852
"{citrus fruit,herbs} => {root vegetables}",0.0016268429079817,0.551724137931034,5.06176016469377
"{citrus fruit,herbs} => {other vegetables}",0.00213523131672598,0.724137931034483,3.74245746280827
"{citrus fruit,herbs} => {whole milk}",0.00193187595322827,0.655172413793103,2.5641148784939
"{herbs,shopping bags} => {root vegetables}",0.00132180986273513,0.565217391304348,5.18555321219987
"{herbs,shopping bags} => {other vegetables}",0.00193187595322827,0.826086956521739,4.2693458840732
"{sausage,herbs} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{herbs,bottled water} => {root vegetables}",0.0016268429079817,0.533333333333333,4.89303482587065
"{herbs,bottled water} => {whole milk}",0.00172852058973055,0.566666666666667,2.21773444753946
